company,com_response_to_consumer,date_received,product,sub_product,issue,sub_issu,consumer_complaint_nar,company_pub_response,state,zip_code,tags,consumer_consent_provided,submitted_via,date_sent_to_com,timely_response,consumer_dis,complaint_id
TOWNE MORTGAGE COMPANY,Closed with non-monetary relief,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1
"TOWNE MORTGAGE, LLC",Closed with explanation,2,2,2,2,0,1,1,2,2,0,1,2,2,2,2,2
"TOWNE MORTGAGE, LLC",Closed with monetary relief,3,3,3,3,0,2,1,3,2,0,2,3,3,3,1,3
"TOWNE MORTGAGE, LLC",Untimely response,1,1,1,1,0,1,0,1,1,0,1,1,1,1,0,1
TOWNEBANK,Closed with explanation,2,2,2,2,0,2,2,2,2,0,2,2,2,2,0,2
TOYOTA CREDIT DE PUERTO RICO CORP.,Closed with explanation,8,8,8,8,5,1,0,7,7,0,6,8,8,8,3,8
TOYOTA MOTOR CREDIT CORPORATION,Closed,5,5,4,5,0,0,0,5,5,1,2,5,5,5,5,5
TOYOTA MOTOR CREDIT CORPORATION,Closed with explanation,1761,1761,1742,1761,1093,755,2,1729,1585,207,1272,1761,1761,1761,754,1761
TOYOTA MOTOR CREDIT CORPORATION,Closed with monetary relief,113,113,113,113,45,47,0,112,100,23,65,113,113,113,78,113
TOYOTA MOTOR CREDIT CORPORATION,Closed with non-monetary relief,107,107,102,107,53,38,0,106,97,17,67,107,107,107,65,107
TOYOTA MOTOR CREDIT CORPORATION,In progress,2,2,2,2,2,0,0,2,2,0,0,2,2,2,0,2
"TPI ASSET MANAGEMENT, LLC",Closed with non-monetary relief,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1
TRACO INVESTMENT CORP,Closed with explanation,3,3,3,3,3,3,2,3,3,0,3,3,3,3,0,3
"TRANSCARD, LLC",Closed with explanation,3,3,3,3,1,2,2,2,0,0,2,3,3,3,1,3
"TRANSCARD, LLC",Closed with monetary relief,1,1,1,1,0,0,1,1,1,1,0,1,1,1,0,1
"TRANSUNION INTERMEDIATE HOLDINGS, INC.",Closed,21,21,0,21,21,3,11,21,21,0,6,21,21,21,21,21
"TRANSUNION INTERMEDIATE HOLDINGS, INC.",Closed with explanation,102523,102523,73100,102523,101241,36011,91093,100948,93372,10661,79589,102523,102523,102523,29555,102523
"TRANSUNION INTERMEDIATE HOLDINGS, INC.",Closed with monetary relief,332,332,200,332,298,189,256,323,278,50,241,332,332,332,134,332
"TRANSUNION INTERMEDIATE HOLDINGS, INC.",Closed with non-monetary relief,14765,14765,4499,14765,14581,4194,10903,14662,13734,1957,9435,14765,14765,14765,10296,14765
"TRANSUNION INTERMEDIATE HOLDINGS, INC.",In progress,25,25,25,25,25,0,0,23,21,8,0,25,25,25,0,25
"TRANSUNION INTERMEDIATE HOLDINGS, INC.",Untimely response,1,1,1,1,0,0,0,1,1,0,1,1,1,1,0,1
TRANSWORLD SYSTEMS INC,Closed,2,2,2,2,2,1,0,2,2,0,2,2,2,2,2,2
TRANSWORLD SYSTEMS INC,Closed with explanation,4895,4895,4881,4895,4872,1941,17,4781,4290,796,3442,4895,4895,4895,2510,4895
TRANSWORLD SYSTEMS INC,Closed with non-monetary relief,1,1,1,1,1,0,0,1,1,0,1,1,1,1,1,1
TRANSWORLD SYSTEMS INC,In progress,1,1,1,1,1,0,0,1,1,0,0,1,1,1,0,1
"TRIAD FINANCIAL SERVICES, INC.",Closed with explanation,17,17,17,17,1,9,0,17,14,3,12,17,17,17,8,17
"TRICO FINANCIAL SERVICES, LLC",Untimely response,3,3,3,3,1,1,0,3,2,0,1,3,3,3,2,3
"TRIDENT MORTGAGE COMPANY, LP",Closed with explanation,6,6,6,6,0,2,1,6,6,1,4,6,6,6,3,6
"TRIDENT MORTGAGE COMPANY, LP",Closed with non-monetary relief,2,2,2,2,1,0,0,2,2,0,1,2,2,2,1,2
TRINITY CREDIT SERVICES,Closed with monetary relief,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1
TRINITY CREDIT SERVICES,Closed with non-monetary relief,1,1,1,1,0,0,0,1,1,0,0,1,1,1,1,1
TRINITY HOPE ASSOCIATES,Closed,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1
TRINITY HOPE ASSOCIATES,Closed with explanation,22,22,22,22,22,15,19,22,17,2,20,22,22,22,8,22
TRINITY HOPE ASSOCIATES,Closed with monetary relief,2,2,2,2,2,0,0,2,2,0,2,2,2,2,2,2
TRN Financial LLC,Closed with non-monetary relief,1,1,1,1,0,1,1,1,1,0,1,1,1,1,1,1
"TRUHOME SOLUTIONS, LLC",Closed with explanation,17,17,17,17,0,7,13,17,13,3,12,17,17,17,9,17
"TRUHOME SOLUTIONS, LLC",Closed with monetary relief,4,4,4,4,1,2,3,4,4,0,4,4,4,4,2,4
"TRUHOME SOLUTIONS, LLC",Closed with non-monetary relief,1,1,1,1,0,0,0,1,1,0,1,1,1,1,1,1
TRUSTMARK CORPORATION,Closed,3,3,2,3,1,1,0,3,2,0,2,3,3,3,3,3
TRUSTMARK CORPORATION,Closed with explanation,136,136,133,136,40,34,51,129,116,18,52,136,136,136,76,136
TRUSTMARK CORPORATION,Closed with monetary relief,1,1,1,1,1,0,1,0,0,0,0,1,1,1,0,1
TRUSTMARK CORPORATION,Closed with non-monetary relief,1,1,1,1,1,0,1,1,1,0,0,1,1,1,0,1
TSC Accounts Receivable Solutions,Closed with explanation,40,40,40,40,40,23,1,39,38,9,34,40,40,40,20,40
TSC Accounts Receivable Solutions,Closed with non-monetary relief,6,6,6,6,6,1,0,6,5,2,5,6,6,6,6,6
"TSG Collections, LLC",Closed with explanation,4,4,4,4,4,1,2,4,4,0,2,4,4,4,3,4
Tal Lewis Incorporated,Closed with explanation,2,2,2,2,2,1,1,2,1,0,2,2,2,2,2,2
"Talbot, Adams, & Moore, Inc.",Closed with explanation,41,41,41,41,40,30,36,41,36,2,39,41,41,41,20,41
"Talbot, Adams, & Moore, Inc.",Closed with non-monetary relief,4,4,4,4,4,2,2,4,3,0,4,4,4,4,2,4
Tan Oak Financial,Closed with explanation,2,2,2,2,0,0,1,2,2,1,1,2,2,2,0,2
Tate and Kirlin Assoc,Closed,1,1,1,1,1,0,0,1,1,0,0,1,1,1,1,1
Tate and Kirlin Assoc,Closed with explanation,119,119,115,119,115,35,30,117,109,17,59,119,119,119,68,119
"Taurus Law Group, P.C.",Closed,1,1,1,1,1,0,1,1,1,0,0,1,1,1,1,1
"Taurus Law Group, P.C.",Closed with explanation,5,5,5,5,5,2,3,5,5,1,2,5,5,5,5,5
"Tavelli Co., Inc. dba Tavco Credit Services",Closed with explanation,2,2,2,2,2,1,0,2,2,0,2,2,2,2,0,2
"TaxServ, LLC",Closed,5,5,5,5,4,1,1,5,5,0,1,5,5,5,5,5
"TaxServ, LLC",Closed with explanation,6,6,6,6,6,4,4,6,4,1,4,6,6,6,4,6
"Taylor Arbitration,LLC",Closed with explanation,4,4,3,4,3,0,0,4,4,1,0,4,4,4,4,4
"Taylor Law, PLLC",Closed with explanation,6,6,6,6,6,2,0,6,5,2,3,6,6,6,6,6
"Taylor Law, PLLC",Closed with monetary relief,1,1,1,1,1,0,0,1,1,0,0,1,1,1,0,1
"Taylor Law, PLLC",Untimely response,1,1,1,1,1,1,0,1,1,0,1,1,1,1,0,1
"Taylor Pigue Marchetti & Blair, PLLC",Untimely response,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1
"Tayne Law Group, P. C.",Closed with explanation,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1
Team Recovery Inc.,Closed with explanation,16,16,16,16,16,7,2,16,14,2,13,16,16,16,10,16
"Tebo Financial Services, Inc.",Closed with explanation,13,13,13,13,8,5,1,13,10,0,10,13,13,13,5,13
"Tebo Financial Services, Inc.",Closed with monetary relief,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1
"Tebo Financial Services, Inc.",Closed with non-monetary relief,4,4,4,4,3,2,0,4,4,0,3,4,4,4,3,4
Tecco Systems,Closed,1,1,1,1,1,0,0,1,1,0,0,1,1,1,1,1
Tecco Systems,Closed with explanation,3,3,3,3,3,1,1,3,3,1,2,3,3,3,2,3
Tecco Systems,Untimely response,2,2,2,2,2,0,0,2,2,0,2,2,2,2,0,2
TekCollect Inc.,Closed with explanation,196,196,194,196,194,89,104,193,164,25,154,196,196,196,87,196
TekCollect Inc.,Closed with monetary relief,2,2,2,2,2,0,0,2,2,0,1,2,2,2,2,2
TekCollect Inc.,Closed with non-monetary relief,18,18,18,18,18,5,5,18,16,3,9,18,18,18,14,18
Telerecovery Corporation,Closed,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1
Telerecovery Corporation,Closed with explanation,57,57,57,57,57,33,54,57,48,6,57,57,57,57,11,57
Telerecovery Corporation,Closed with non-monetary relief,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1
Telerecovery Corporation,Untimely response,3,3,3,3,3,2,0,3,3,0,2,3,3,3,0,3
"Tenaglia & Hunt, PA",Closed with explanation,10,10,9,10,9,2,1,10,10,0,7,10,10,10,4,10
Tenant Data Services Inc,Closed with explanation,5,5,5,5,5,3,2,5,4,0,5,5,5,5,0,5
"Tennessee Quick Cash, Inc.",Closed with explanation,9,9,9,9,2,6,1,9,8,4,7,9,9,9,3,9
"Tennessee Quick Cash, Inc.",Closed with monetary relief,1,1,1,1,1,0,0,1,1,0,0,1,1,1,1,1
"Tennessee Quick Cash, Inc.",Closed with non-monetary relief,2,2,2,2,1,1,0,2,2,0,1,2,2,2,2,2
Terrill Outsourcing Group,Closed,2,2,2,2,2,0,2,2,2,1,1,2,2,2,2,2
Terrill Outsourcing Group,Closed with explanation,39,39,39,39,39,22,22,37,31,6,28,39,39,39,5,39
Terrill Outsourcing Group,Closed with non-monetary relief,14,14,14,14,13,4,3,14,14,2,5,14,14,14,14,14
Tesani Management Inc,Closed with explanation,4,4,4,4,3,2,3,4,4,1,3,4,4,4,2,4
"TexCap Financial, LLC",Closed with explanation,4,4,4,4,4,1,1,4,4,0,3,4,4,4,1,4
Texan Financial Services Inc,Closed with explanation,2,2,2,2,0,1,2,2,2,0,2,2,2,2,1,2
Texas Guaranteed,Closed,7,7,7,7,7,4,7,7,7,1,7,7,7,7,7,7
Texas Guaranteed,Closed with explanation,127,127,126,127,125,66,105,125,110,16,109,127,127,127,48,127
Texas Guaranteed,Closed with monetary relief,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1
Texas Guaranteed,Closed with non-monetary relief,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1
Texas Guaranteed,In progress,1,1,1,1,1,0,0,1,1,0,0,1,1,1,0,1
Texas Professional Mortgage LLC,Closed with explanation,1,1,1,1,0,0,0,1,1,1,1,1,1,1,0,1
"Thaddeus Bechtle Attorney at Law, LPC",Closed with explanation,2,2,2,2,2,1,0,2,2,0,1,2,2,2,0,2
The AAA Company,Closed with explanation,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1
The AAA Company,Untimely response,4,4,4,4,4,2,0,4,4,0,3,4,4,4,0,4
"The Academy Law Group, P.A.",Closed with explanation,1,1,1,1,1,0,0,1,1,0,1,1,1,1,0,1
"The Accounts Retrievable System, Inc.",Closed with explanation,3,3,3,3,3,1,2,3,2,0,2,3,3,3,2,3
"The Affiliated Group, Inc",Closed with explanation,8,8,8,8,8,2,3,8,7,2,3,8,8,8,8,8
"The Affiliated Group, Inc",Closed with monetary relief,1,1,1,1,1,0,0,1,1,0,0,1,1,1,1,1
"The Affiliated Group, Inc",Closed with non-monetary relief,56,56,56,56,56,18,35,56,52,6,32,56,56,56,50,56
"The Allen Daniel Associates, Inc.",Closed with explanation,5,5,5,5,5,1,1,5,5,1,2,5,5,5,5,5
The Best Credit Group,Untimely response,1,1,1,1,0,1,0,1,1,0,1,1,1,1,0,1
"The Best Service Co.,Inc",Closed with explanation,160,160,159,160,157,66,78,156,150,22,118,160,160,160,75,160
"The Best Service Co.,Inc",Closed with monetary relief,1,1,1,1,1,1,1,1,0,0,1,1,1,1,0,1
"The Borland Law Firm, LLC (Closed)",Closed,1,1,1,1,1,0,1,1,1,1,0,1,1,1,1,1
"The Borland Law Firm, LLC (Closed)",Closed with explanation,3,3,3,3,3,0,1,3,3,0,0,3,3,3,3,3
"The Bureaus, Inc.",Closed,3,3,3,3,3,1,1,3,2,0,1,3,3,3,3,3
"The Bureaus, Inc.",Closed with explanation,228,228,224,228,225,78,25,228,216,26,166,228,228,228,94,228
"The Bureaus, Inc.",Closed with non-monetary relief,2,2,2,2,2,0,0,2,2,0,0,2,2,2,2,2
"The CBE Group, Inc.",Closed with explanation,1266,1266,1258,1266,1254,466,66,1250,1125,275,771,1266,1266,1266,784,1266
"The CBE Group, Inc.",Closed with monetary relief,3,3,3,3,3,0,0,3,3,1,0,3,3,3,3,3
"The CBE Group, Inc.",Closed with non-monetary relief,46,46,44,46,46,1,0,46,45,7,1,46,46,46,46,46
The CFM Group,Closed,2,2,2,2,2,1,0,1,0,2,1,2,2,2,2,2
The CFM Group,Closed with explanation,6,6,6,6,6,4,0,6,4,3,5,6,6,6,6,6
The CFM Group,Closed with monetary relief,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1
The CFM Group,Untimely response,7,7,7,7,7,4,0,7,7,2,6,7,7,7,0,7
"The CKB Firm, P.C.",Closed with explanation,2,2,2,2,2,0,0,2,2,0,1,2,2,2,1,2
"The CMI Group, Inc.",Closed with explanation,346,346,345,346,345,134,302,342,319,55,246,346,346,346,176,346
"The CMI Group, Inc.",Closed with non-monetary relief,730,730,726,730,729,237,507,727,678,128,475,730,730,730,434,730
The Cadle Company,Closed with explanation,8,8,8,8,3,3,5,7,6,1,6,8,8,8,3,8
The Capital Good Fund,Closed with explanation,1,1,1,1,0,1,0,1,1,0,1,1,1,1,0,1
"The Castle Law Group, LLC (Closed)",Closed with explanation,4,4,4,4,3,0,0,4,4,0,0,4,4,4,4,4
"The Castle Law Group, LLC (Closed)",Untimely response,2,2,2,2,0,1,0,2,2,0,1,2,2,2,2,2
"The Check Cashing Place, Inc.",Closed with explanation,2,2,2,2,1,1,2,2,2,0,2,2,2,2,0,2
"The Check Cashing Place, Inc.",Closed with monetary relief,1,1,1,1,0,0,1,1,1,0,1,1,1,1,1,1
The Cherrington Firm PLLC,Closed with explanation,3,3,3,3,3,3,0,3,3,0,3,3,3,3,3,3
The Cherrington Firm PLLC,Closed with monetary relief,1,1,1,1,1,0,1,1,1,0,1,1,1,1,0,1
The Cherrington Firm PLLC,Closed with non-monetary relief,1,1,1,1,1,0,0,1,1,0,1,1,1,1,1,1
The Cherrington Firm PLLC,Untimely response,5,5,5,5,5,4,0,4,4,0,5,5,5,5,1,5
"The Chusid Law Firm, LLC",Closed,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1
The Collection Agency LLC,Closed,1,1,1,1,1,0,1,1,1,0,0,1,1,1,1,1
The Collection Bureau Inc.,Closed with explanation,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1
The Collection Bureau Inc.,Untimely response,1,1,1,1,1,0,0,1,1,0,0,1,1,1,0,1
The Collection Connection,Closed,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1
The Collection Connection,Closed with explanation,17,17,17,17,17,8,9,17,17,1,15,17,17,17,11,17
"The Commercial Collection Corporation of New York, Inc.",Closed with explanation,4,4,4,4,4,1,0,4,4,0,2,4,4,4,0,4
The Cooper Mediation Firm LLC,Untimely response,3,3,3,3,2,0,0,3,3,0,1,3,3,3,2,3
"The Day Law Firm, LLC.",Closed with explanation,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1
"The DeGrasse Law Firm, P.C.",Closed with explanation,9,9,9,9,9,2,5,9,8,6,7,9,9,9,1,9
The Dunning Law Firm APC,Closed with explanation,2,2,2,2,2,0,1,2,2,0,0,2,2,2,1,2
The Eastbrooke Group LLC,Closed with explanation,7,7,5,7,5,4,1,7,7,0,7,7,7,7,7,7
The Eastbrooke Group LLC,Untimely response,2,2,2,2,2,1,0,2,2,0,2,2,2,2,2,2
"The Finance Co, LLC",Closed with explanation,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1
"The Finance Co, LLC",Untimely response,2,2,2,2,1,1,0,2,2,1,2,2,2,2,0,2
"The Grimes Legal Group, LLC",Closed with explanation,1,1,1,1,1,0,0,1,1,0,0,1,1,1,1,1
"The Grogan Law Group, LLC",Closed with explanation,4,4,4,4,4,0,0,4,4,0,3,4,4,4,0,4
The Hallstrom Law Firm PLLC,Closed with explanation,1,1,1,1,1,1,1,1,0,0,1,1,1,1,0,1
The Hamilton Law Association,Closed with explanation,5,5,5,5,5,4,4,5,4,0,4,5,5,5,1,5
The Hamilton Law Association,Untimely response,4,4,4,4,4,3,0,4,4,0,3,4,4,4,0,4
The Home Loan Expert LLC,Closed with explanation,1,1,1,1,0,0,1,1,1,0,1,1,1,1,1,1
The J. G. Wentworth Company,Closed with explanation,117,117,117,117,4,50,26,113,103,29,87,117,117,117,47,117
The J. G. Wentworth Company,Closed with monetary relief,15,15,15,15,0,5,2,14,13,6,8,15,15,15,8,15
The J. G. Wentworth Company,In progress,4,4,4,4,1,0,0,4,3,1,0,4,4,4,0,4
The Judgment Group,Untimely response,1,1,1,1,0,0,0,1,1,0,1,1,1,1,0,1
"The LGM Co., Inc.",Closed with explanation,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1
"The LGM Co., Inc.",Untimely response,5,5,5,5,5,4,0,5,5,0,5,5,5,5,0,5
The Law Firm of Allan C. Smith,Closed,1,1,1,1,1,0,0,1,1,0,0,1,1,1,1,1
The Law Firm of Allan C. Smith,Closed with explanation,12,12,11,12,11,2,3,12,11,3,2,12,12,12,12,12
The Law Firm of Allan C. Smith,Closed with non-monetary relief,3,3,3,3,3,0,0,3,3,1,0,3,3,3,3,3
The Law Firm of Allan C. Smith,Untimely response,1,1,1,1,1,0,0,1,1,0,0,1,1,1,1,1
The Law Firm of Krisor & Associates,Closed with explanation,4,4,4,4,3,3,3,4,4,0,4,4,4,4,2,4
"The Law Firm of Ryan E. Calef and Associates, LLC",Closed,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1
"The Law Firm of Ryan E. Calef and Associates, LLC",Closed with explanation,1,1,1,1,1,0,0,1,1,0,0,1,1,1,1,1
"The Law Firm of Ryan E. Calef and Associates, LLC",Closed with non-monetary relief,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1
"The Law Firm of Ryan E. Calef and Associates, LLC",Untimely response,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1
The Law Office of Daniel Slane,Closed,2,2,2,2,2,0,0,2,2,0,0,2,2,2,2,2
The Law Office of Daniel Slane,Closed with explanation,29,29,29,29,29,0,0,28,28,1,0,29,29,29,29,29
The Law Office of Daniel Slane,Closed with non-monetary relief,1,1,1,1,1,0,0,1,1,0,0,1,1,1,1,1
The Law Office of Edwin B. Parry,Closed,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1
The Law Office of Edwin B. Parry,Closed with explanation,10,10,10,10,10,4,8,10,10,0,7,10,10,10,3,10
The Law Office of Ginger Crosby Zuravel,Closed with explanation,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1
The Law Office of John P. Frye P.C.,Closed with explanation,14,14,13,14,12,2,1,14,13,3,3,14,14,14,14,14
The Law Office of John P. Frye P.C.,Closed with monetary relief,1,1,1,1,1,0,0,1,1,0,0,1,1,1,1,1
The Law Office of John P. Frye P.C.,Closed with non-monetary relief,3,3,3,3,3,0,0,3,3,0,0,3,3,3,3,3
"The Law Office of Michael A. Priddle, LLC",Closed with explanation,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1
"The Law Office of Patrick V. Foltz, P.C.",Untimely response,1,1,1,1,1,0,0,1,1,0,0,1,1,1,1,1
The Law Office of Richard M Kitrick Esq. LLC,Closed with explanation,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1
"The Law Offices of Barry J. Gammons, PLLC",Closed,4,4,4,4,4,2,0,4,3,0,3,4,4,4,4,4
"The Law Offices of Barry J. Gammons, PLLC",Closed with explanation,1,1,1,1,1,0,0,1,1,0,1,1,1,1,0,1
"The Law Offices of Burr & Reid, LLP",Closed,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1
"The Law Offices of Burr & Reid, LLP",Closed with explanation,8,8,8,8,8,4,5,8,5,2,6,8,8,8,5,8
"The Law Offices of Burr & Reid, LLP",Closed with non-monetary relief,2,2,2,2,2,1,2,2,2,0,2,2,2,2,0,2
The Law Offices of Daniel C. Consuegra,Closed,1,1,1,1,1,0,0,1,1,1,0,1,1,1,1,1
The Law Offices of Daniel C. Consuegra,Closed with explanation,5,5,5,5,5,2,0,5,5,0,3,5,5,5,4,5
The Law Offices of Erskine and Fleisher,Closed,2,2,2,2,2,1,0,2,2,0,1,2,2,2,2,2
The Law Offices of Erskine and Fleisher,Closed with explanation,2,2,2,2,1,0,0,2,2,0,1,2,2,2,2,2
"The Law Offices of Frederic I. Weinberg & Associates, P.C.",Closed with explanation,7,7,7,7,7,5,1,7,5,3,6,7,7,7,0,7
"The Law Offices of Gerald E Moore & Associates, PC",Closed with explanation,35,35,35,35,35,21,16,32,28,8,28,35,35,35,8,35
"The Law Offices of Gerald E Moore & Associates, PC",Closed with monetary relief,1,1,1,1,1,0,0,1,1,0,1,1,1,1,1,1
"The Law Offices of Gerald E Moore & Associates, PC",Closed with non-monetary relief,8,8,8,8,8,4,0,8,8,1,5,8,8,8,8,8
"The Law Offices of Gregory Alexandrides, LLC",Closed,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1
"The Law Offices of Gregory Alexandrides, LLC",Closed with explanation,4,4,4,4,4,1,0,4,4,0,3,4,4,4,3,4
"The Law Offices of Jennifer McCoy, PC",Closed with non-monetary relief,1,1,1,1,1,1,0,1,1,0,1,1,1,1,0,1
"The Law Offices of Kenosian & Miele, LLP",Closed with explanation,19,19,19,19,18,5,6,19,18,2,9,19,19,19,11,19
"The Law Offices of Kenosian & Miele, LLP",Closed with non-monetary relief,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1
"The Law Offices of Kenosian & Miele, LLP",Untimely response,2,2,2,2,2,1,0,2,2,0,2,2,2,2,0,2
The Law Offices of Matthew R. Wildermuth,Closed with explanation,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1
The Law Offices of Mitchell D. Bluhm & Associates,Closed with explanation,3,3,3,3,3,1,0,3,3,0,1,3,3,3,2,3
The Law Offices of Mitchell D. Bluhm & Associates,Closed with non-monetary relief,193,193,191,193,193,73,0,192,173,21,136,193,193,193,75,193
"The Law Offices of Quinn M. Kofford, P.C.",Closed with explanation,4,4,4,4,4,3,2,4,4,1,4,4,4,4,0,4
"The Law Offices of Richard W. Krieg, LLC",Closed with explanation,3,3,3,3,3,2,2,3,3,0,2,3,3,3,1,3
"The Lemoine Group, Inc",Closed with explanation,1,1,1,1,0,1,1,1,1,0,1,1,1,1,1,1
"The Lending Source, Ltd.",Closed with explanation,1,1,1,1,0,0,1,1,1,0,0,1,1,1,0,1
"The Levinbook Law Firm, P.C.",Closed with explanation,1,1,1,1,1,0,1,1,1,0,1,1,1,1,0,1
"The Leviton Law Firm, Ltd.",Closed with explanation,35,35,35,35,35,18,0,35,31,5,29,35,35,35,20,35
"The Leviton Law Firm, Ltd.",Closed with non-monetary relief,1,1,1,1,1,1,0,1,0,0,1,1,1,1,1,1
The Loan Tree Corp,Closed with explanation,1,1,1,1,0,0,1,1,1,0,0,1,1,1,1,1
"The Lueder Law Firm, LLC",Closed with explanation,2,2,2,2,2,0,1,2,2,0,1,2,2,2,0,2
"The McHughes Law Firm, LLC",Closed with explanation,3,3,3,3,3,1,1,3,3,0,1,3,3,3,2,3
The Minacs Group (USA) Inc.,Closed,1,1,1,1,1,0,0,1,1,0,0,1,1,1,1,1
The Minacs Group (USA) Inc.,Closed with explanation,17,17,17,17,17,0,0,17,17,5,0,17,17,17,17,17
The Minacs Group (USA) Inc.,Closed with non-monetary relief,1,1,0,1,1,0,0,1,1,0,0,1,1,1,1,1
The Minacs Group (USA) Inc.,Untimely response,3,3,3,3,3,0,0,3,3,2,0,3,3,3,3,3
The Money Company,Closed with non-monetary relief,1,1,1,1,0,0,0,0,0,0,0,1,1,1,0,1
The Moore Law Group,Closed with explanation,29,29,29,29,29,10,18,28,27,7,14,29,29,29,16,29
The Moore Law Group,Closed with non-monetary relief,3,3,2,3,2,1,2,3,3,1,2,3,3,3,3,3
"The Mortgage Specialists, Inc.",Closed with explanation,1,1,1,1,0,0,0,1,1,0,0,1,1,1,1,1
"The Mortgage Specialists, Inc.",Closed with non-monetary relief,1,1,1,1,0,0,0,1,1,0,0,1,1,1,1,1
"The Nguyen Law Firm, PLC",Closed with explanation,6,6,6,6,6,3,3,6,6,2,3,6,6,6,4,6
"The Orange Coast Company, LLC",Closed with explanation,2,2,2,2,0,0,0,2,2,0,1,2,2,2,0,2
"The Orange Coast Company, LLC",Closed with monetary relief,1,1,1,1,0,1,0,1,1,0,1,1,1,1,0,1
"The Outsource Group, Inc",Closed with explanation,441,441,441,441,441,243,421,431,379,61,408,441,441,441,0,441
"The Outsource Group, Inc",Closed with monetary relief,2,2,2,2,2,0,2,2,2,0,2,2,2,2,0,2
"The Outsource Group, Inc",In progress,1,1,1,1,1,0,0,1,1,0,0,1,1,1,0,1
The Phoenix Recovery Group,Closed with explanation,106,106,104,106,106,37,5,104,99,20,77,106,106,106,36,106
The Phoenix Recovery Group,Closed with non-monetary relief,31,31,31,31,31,15,5,31,30,2,24,31,31,31,26,31
The Receivable Management Services Corporation,Closed with explanation,175,175,175,175,175,97,175,172,145,19,159,175,175,175,1,175
The Receivable Management Services Corporation,Closed with monetary relief,2,2,2,2,2,0,1,2,2,1,1,2,2,2,2,2
The Receivable Management Services Corporation,Closed with non-monetary relief,142,142,142,142,142,51,87,142,132,27,80,142,142,142,121,142
"The Regional Adjustment Bureau, Incorporated",Closed,2,2,2,2,2,0,1,2,2,0,0,2,2,2,2,2
"The Regional Adjustment Bureau, Incorporated",Closed with explanation,38,38,37,38,36,9,16,38,36,5,13,38,38,38,30,38
"The Regional Adjustment Bureau, Incorporated",Closed with monetary relief,1,1,1,1,1,0,0,1,1,0,0,1,1,1,1,1
"The Regional Adjustment Bureau, Incorporated",Closed with non-monetary relief,104,104,104,104,98,27,50,104,92,14,49,104,104,104,92,104
"The Resolution Law Group, APC",Untimely response,2,2,2,2,2,1,0,2,2,0,2,2,2,2,0,2
"The Rickel Law Firm, P.C.",Closed with explanation,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1
The Satterwhite Law Firm PC,Closed with explanation,1,1,1,1,1,1,1,1,0,0,1,1,1,1,0,1
"The Sayer Law Group, P.C.",Closed with explanation,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1
"The Schreiber Law Firm, PLLC",Closed,12,12,12,12,12,0,0,12,12,3,0,12,12,12,12,12
"The Schreiber Law Firm, PLLC",Closed with explanation,2,2,2,2,2,0,0,2,2,1,0,2,2,2,2,2
"The Schreiber Law Firm, PLLC",Closed with monetary relief,1,1,1,1,1,0,0,1,1,1,0,1,1,1,1,1
"The Schreiber Law Firm, PLLC",Closed with non-monetary relief,1,1,1,1,1,0,0,1,1,1,0,1,1,1,1,1
"The Schreiber Law Firm, PLLC",Untimely response,10,10,10,10,9,6,0,10,9,0,9,10,10,10,1,10
The Shindler Law Firm,Closed with explanation,3,3,3,3,3,2,1,3,2,0,3,3,3,3,1,3
The Shindler Law Firm,Untimely response,2,2,2,2,2,2,0,2,2,0,2,2,2,2,2,2
