company,date_received,product,sub_product,issue,sub_issu,consumer_complaint_nar,company_pub_response,state,zip_code,tags,consumer_consent_provided,submitted_via,date_sent_to_com,com_response_to_consumer,timely_response,consumer_dis,complaint_id
"Right Key Mortgage, LLC",1,1,1,1,0,1,1,1,1,0,1,1,1,1,1,0,1
Ripple Labs Inc.,1,1,1,1,0,1,1,1,1,0,1,1,1,1,1,0,1
"Risecredit, LLC",559,559,472,559,249,265,0,554,492,109,417,559,559,559,559,289,559
"River City Finance Co., Inc.",1,1,1,1,1,0,0,1,1,0,0,1,1,1,1,1,1
"River City Financial, LLC",1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,0,1
"River Ridge Financial Solutions, LLC",2,2,2,2,2,1,0,2,1,0,1,2,2,2,2,0,2
"Riverside Mortgage Group, LLC",3,3,3,3,2,3,0,3,1,3,3,3,3,3,3,0,3
Rivertown Credit LLC,1,1,1,1,0,0,1,1,1,0,1,1,1,1,1,1,1
"Riverview Law Office, PLLC",10,10,10,10,10,4,7,9,8,2,8,10,10,10,10,7,10
Riverwalk Financial CORPORATION,17,17,17,17,10,9,10,16,13,1,12,17,17,17,17,11,17
Riverwalk Financial Corporation,475,475,472,475,471,276,88,467,412,61,422,475,475,475,475,59,475
Rno Partners Limited,1,1,1,1,1,0,0,1,1,0,0,1,1,1,1,1,1
"Roach & Murtha, P.C.",14,14,14,14,14,8,4,14,12,1,13,14,14,14,14,6,14
"Road Runner Collection Services, Inc.",9,9,9,9,9,3,3,9,9,0,7,9,9,9,9,9,9
"Roadrunner Account Services, LLC",1,1,1,1,1,0,1,0,0,0,0,1,1,1,1,0,1
"Robert L. Tankel, P.A.",3,3,3,3,3,1,0,3,3,2,1,3,3,3,3,2,3
"Robert P. Tomasso Mortgage Company, Inc",1,1,1,1,0,0,0,1,1,0,0,1,1,1,1,1,1
"Robert W. Warner & Associates, P.C.",5,5,4,5,3,0,0,5,5,1,0,5,5,5,5,5,5
"Roberts Law, LLC",4,4,4,4,3,3,1,4,4,0,4,4,4,4,4,1,4
Roberts Markel Weinberg Butler Hailey PC,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,2
Robinhood Markets Inc.,20,20,20,20,11,13,2,20,17,3,17,20,20,20,20,0,20
Robinson & Associates,7,7,7,7,7,2,2,7,6,0,5,7,7,7,7,5,7
Robinson & Hoover,4,4,4,4,4,2,1,4,3,0,3,4,4,4,4,3,4
"Robinson, Reagan and Young PLLC",47,47,47,47,47,19,6,47,47,10,32,47,47,47,47,29,47
"Rochester Home Equity, Inc.",10,10,10,10,0,1,2,10,10,0,1,10,10,10,10,9,10
Rock Holdings Inc.,3,3,3,3,0,2,3,3,2,1,3,3,3,3,3,2,3
RockLoans Holdings LLC,9,9,9,9,0,4,2,9,6,2,7,9,9,9,9,0,9
Rocky Mountain Capital Management,8,8,8,8,8,6,6,8,7,2,6,8,8,8,8,0,8
Rocky Mountain Recovery Group,23,23,23,23,23,9,5,23,20,1,16,23,23,23,23,17,23
"Rocky Mountain Service Bureau, Inc",2,2,2,2,2,1,0,2,2,0,1,2,2,2,2,2,2
Rodenburg LLP,42,42,42,42,42,16,18,42,37,5,26,42,42,42,42,26,42
"Rodriguez Fernandez Law Offices, LLC",3,3,3,3,3,1,2,3,3,2,1,3,3,3,3,2,3
"Rogers, Morris & Ziegler, LLP",1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,0,1
"Rolfe & Lobello, P.A.",4,4,4,4,4,2,2,4,4,2,3,4,4,4,4,2,4
"Romain Automotive, LLC",1,1,1,1,0,0,0,1,1,0,0,1,1,1,1,1,1
"Ronald B. Rich & Associates, PLC",2,2,2,2,2,1,1,2,2,0,1,2,2,2,2,2,2
"Ronald H. Reynolds, Inc.",10,10,10,10,10,8,8,10,9,0,9,10,10,10,10,1,10
"Roosen, Varchetti & Olivier, PLLC",42,42,42,42,41,17,0,41,38,7,29,42,42,42,42,20,42
"Roost Lending, Inc.",1,1,1,1,0,1,0,1,0,0,1,1,1,1,1,0,1
Roquemore Holdings LLC,37,37,37,37,34,13,12,36,34,3,22,37,37,37,37,25,37
"Rose & Associates, LLC.",17,17,17,17,17,7,0,17,16,3,13,17,17,17,17,15,17
Rose Agency Inc.,5,5,5,5,5,2,3,5,4,1,2,5,5,5,5,5,5
Roseberry Inc.,3,3,3,3,0,0,2,3,2,0,0,3,3,3,3,0,3
Rosebud Economic Development Corporation,194,194,159,194,27,99,187,193,171,23,180,194,194,194,194,49,194
"Rosen & McCarthy, LLP.",1,1,1,1,1,0,0,1,1,0,0,1,1,1,1,1,1
Rosen Management Services Inc.,11,11,9,11,9,7,11,11,10,1,10,11,11,11,11,11,11
Ross Financial Recovery Group,4,4,4,4,4,2,1,4,3,0,3,4,4,4,4,0,4
"Ross, Stuart & Dawson Inc",3,3,3,3,3,3,1,3,3,1,3,3,3,3,3,2,3
"Rossi Law Offices, Ltd",8,8,8,8,8,6,1,7,5,3,6,8,8,8,8,3,8
Rossman & Co & PCB,31,31,30,31,30,12,0,31,28,1,24,31,31,31,31,23,31
Rothberg Logan & Warsco LLP,2,2,2,2,2,1,2,2,1,0,2,2,2,2,2,0,2
"Rothman Evans, P.C.",1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1
Rothstein Acquisitions LLC,6,6,5,6,5,2,5,6,5,0,5,6,6,6,6,5,6
Round Two Recovery,30,30,29,30,29,4,3,30,29,6,8,30,30,30,30,29,30
RoundPoint Mortgage Servicing Corporation,1369,1369,1368,1369,49,571,963,1352,1199,235,948,1369,1369,1369,1369,835,1369
Routhmeir Sterling Inc.,4,4,4,4,4,2,0,4,3,0,4,4,4,4,4,2,4
"Rowland Avenue Management, Inc. A/KA Columbia Debt Recovery, LLC d/b/a Genesis",1,1,1,1,1,0,0,1,1,0,0,1,1,1,1,0,1
Royal Pacific Funding Corporation,3,3,3,3,0,1,1,3,3,1,3,3,3,3,3,1,3
Royalty Management Corporation,1,1,1,1,0,0,0,1,1,0,0,1,1,1,1,0,1
Roycroft Management,51,51,51,51,49,29,1,48,43,5,42,51,51,51,51,16,51
"Rozlin Financial Group, Inc.",31,31,30,31,28,6,12,30,27,3,16,31,31,31,31,17,31
"Rubin & Debski, P.A.",23,23,23,23,23,10,1,22,19,6,13,23,23,23,23,18,23
"Rubin & Rothman, LLC",110,110,108,110,106,32,73,108,100,17,53,110,110,110,110,67,110
"Rubin & Yates, LLC",50,50,47,50,46,5,0,50,47,8,9,50,50,50,50,50,50
"Rubin Lublin, LLC",8,8,8,8,6,3,3,8,8,0,5,8,8,8,8,1,8
"Rushmore Service Center, LLC",41,41,41,41,41,13,30,41,38,7,27,41,41,41,41,32,41
"Russell Collection Agency, Inc",37,37,37,37,36,18,2,36,32,2,28,37,37,37,37,14,37
Russell P Goldman PC,2,2,2,2,2,1,1,2,2,0,2,2,2,2,2,2,2
"Russell W Richardson, Attorney at Law",44,44,42,44,38,11,11,44,43,7,23,44,44,44,44,44,44
"S & S Recovery, Inc.",11,11,11,11,11,4,3,11,10,4,7,11,11,11,11,7,11
S Foreman & Associates Inc,1,1,1,1,0,1,1,1,1,0,1,1,1,1,1,1,1
"S&N Debt Solutions, LLC",8,8,8,8,3,4,5,8,5,2,4,8,8,8,8,1,8
"S&S Physician Services, Inc.",55,55,54,55,55,32,30,55,49,4,52,55,55,55,55,23,55
S&S Professionals LLC,1,1,1,1,1,0,0,1,1,0,0,1,1,1,1,1,1
S.B.S. Trust Deed Network,8,8,8,8,5,3,6,8,8,1,4,8,8,8,8,3,8
"S.O.S. Loans, Inc.",3,3,2,3,1,3,3,3,3,0,3,3,3,3,3,2,3
"SACOR FINANCIAL, INC",31,31,28,31,28,12,0,30,27,5,18,31,31,31,31,22,31
SAMUEL I WHITE PC,5,5,5,5,0,2,4,5,5,0,2,5,5,5,5,0,5
"SANFORD & ADAMS, Attorneys at Law PLLC",1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,0,1
"SANTANDER BANK, NATIONAL ASSOCIATION",3249,3249,3139,3249,667,534,1624,3182,3030,467,889,3249,3249,3249,3249,2375,3249
SANTANDER CONSUMER USA HOLDINGS INC.,6233,6233,6184,6233,3554,2641,0,6126,5494,887,4071,6233,6233,6233,6233,3009,6233
"SB Holdings, Inc.",10,10,10,10,3,5,6,10,9,4,7,10,10,10,10,4,10
SBG Financial,2,2,2,2,0,2,0,2,1,0,2,2,2,2,2,1,2
"SCA Collections, Inc.",268,268,265,268,266,120,167,262,234,25,239,268,268,268,268,97,268
SCENIC OAKS FUNDING,1,1,1,1,0,0,0,1,1,0,0,1,1,1,1,1,1
SCHOOLSFIRST FEDERAL CREDIT UNION,99,99,92,99,58,25,96,92,90,9,53,99,99,99,99,31,99
SCOTT FETZER FINANCIAL GROUP INC,70,70,68,70,47,28,45,70,58,18,52,70,70,70,70,18,70
SCOTTRADE BANK,198,198,198,198,3,167,4,192,181,2,193,198,198,198,198,194,198
SCS Credit Corporation,9,9,9,9,7,3,2,8,6,0,4,9,9,9,9,3,9
"SCSM, Inc. dba ABC Collectors, Inc.",1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,0,1
SCV Inc.,17,17,16,17,16,8,13,17,14,3,12,17,17,17,17,17,17
"SEB Legal, LLC",1,1,1,1,1,0,0,1,1,0,1,1,1,1,1,1,1
SECURITY CREDIT SYSTEMS INC,69,69,69,69,69,32,25,69,60,9,59,69,69,69,69,40,69
SECURITY FINANCE CORP,560,560,534,560,328,218,297,552,485,71,358,560,560,560,560,348,560
SECURITY NATIONAL AUTOMOTIVE ACCEPTANCE CORP,105,105,104,105,62,54,54,101,90,82,83,105,105,105,105,44,105
SECURITY NATIONAL FINANCIAL CORP,11,11,11,11,0,9,1,11,7,3,9,11,11,11,11,0,11
"SECURITY NATIONAL TITLE AND ESCROW, LLC",1,1,1,1,0,1,0,1,1,0,1,1,1,1,1,1,1
"SELECT PORTFOLIO SERVICING, INC.",8973,8973,8968,8973,618,2293,5784,8859,8333,1353,3972,8973,8973,8973,8973,5818,8973
"SELLING SOURCE, LLC",14,14,14,14,14,7,11,13,12,2,13,14,14,14,14,0,14
"SEMPER HOME LOANS, INC",3,3,3,3,0,1,0,3,3,0,2,3,3,3,3,3,3
SENTE MORTGAGE,2,2,2,2,0,0,0,1,1,0,0,2,2,2,2,2,2
"SERVICE 1ST MORTGAGE, INC.",12,12,12,12,0,7,6,12,11,5,9,12,12,12,12,10,12
SERVICELINK LOSS MITIGATION SERVICES,14,14,14,14,1,2,8,14,14,1,6,14,14,14,14,9,14
SETERUS INC,1,1,1,1,1,0,1,1,1,0,0,1,1,1,1,0,1
SETTLEMENT CORP,2,2,2,2,2,0,0,2,2,1,2,2,2,2,2,0,2
SFMC L.P.,5,5,5,5,0,1,3,5,4,0,3,5,5,5,5,3,5
"SFS, Inc",65,65,41,65,32,17,30,65,57,12,32,65,65,65,65,50,65
SHABANA MOTORS,6,6,6,6,6,4,0,6,5,3,6,6,6,6,6,0,6
SHAPESHIFT AG,9,9,9,9,0,5,0,9,7,0,9,9,9,9,9,0,9
"SHAPIRO LAW OFFICE, PC",2,2,2,2,2,1,2,2,1,1,2,2,2,2,2,2,2
"SHARP COLLECTIONS, INC",2,2,2,2,2,1,1,2,2,0,2,2,2,2,2,1,2
"SHD Legal Group, P.A.",4,4,4,4,0,2,3,3,3,0,2,4,4,4,4,1,4
SHEA MORTGAGE INC.,6,6,6,6,1,2,2,6,6,1,5,6,6,6,6,5,6
SI Mortgage Comapny Co.,1,1,1,1,0,0,1,1,1,0,1,1,1,1,1,1,1
SIBCY CLINE MORTGAGE SERVICE,1,1,1,1,0,0,0,1,1,0,0,1,1,1,1,1,1
SIERRA PACIFIC MORTGAGE,66,66,66,66,0,31,20,63,54,14,40,66,66,66,66,40,66
SIGNATURE MORTGAGE CORPORATION,1,1,1,1,0,1,1,1,1,0,1,1,1,1,1,1,1
"SIMM Associates, Inc.",249,249,245,249,235,82,0,248,230,28,128,249,249,249,249,175,249
SIMMONS FIRST NATIONAL CORPORATION,28,28,28,28,25,8,27,25,23,2,12,28,28,28,28,0,28
"SINGLETARY & THRASH-JACKSON, P.A.",5,5,5,5,5,1,0,5,4,0,3,5,5,5,5,4,5
SIRVA WORLDWIDE INC.,5,5,5,5,1,2,2,5,5,0,4,5,5,5,5,4,5
"SIRY INC., DBA SIRY AUTO GROUP",1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1
"SKO Brenner American, Inc.",69,69,68,69,67,13,4,68,64,11,24,69,69,69,69,53,69
"SKY FINANCIAL SERVICES, INC.",2,2,2,2,0,0,0,2,2,0,0,2,2,2,2,2,2
SLM CORPORATION,1960,1960,1952,1960,1701,788,1406,1942,1701,164,1229,1960,1960,1960,1960,1299,1960
"SM Law, PC",2,2,2,2,2,1,2,2,2,0,1,2,2,2,2,0,2
"SMB Enterprises, LLC",1,1,1,1,0,0,1,1,1,0,0,1,1,1,1,1,1
"SMI Lending, Inc.",2,2,2,2,0,2,0,2,0,2,2,2,2,2,2,0,2
"SML Capital, Inc.",2,2,2,2,0,1,1,2,2,0,2,2,2,2,2,0,2
SMS Check Recovery LLC,7,7,7,7,7,4,0,7,7,1,6,7,7,7,7,4,7
SN SERVICING CORPORATION,211,211,211,211,21,55,23,206,193,33,101,211,211,211,211,91,211
"SOUND MORTGAGE, INC.",3,3,3,3,0,0,0,3,3,1,0,3,3,3,3,3,3
SOUTH BAY ACCEPTANCE CORPORATION,2,2,2,2,2,2,0,2,2,1,2,2,2,2,2,0,2
SOUTH CAROLINA STUDENT LOAN CORP.,44,44,43,44,40,11,11,44,39,5,24,44,44,44,44,32,44
"SOUTH EXCHANGE, INC",1,1,1,1,0,0,0,1,1,0,0,1,1,1,1,1,1
SOUTH STATE BANK,40,40,40,40,26,10,0,39,36,6,22,40,40,40,40,0,40
SOUTHEAST MORTGAGE OF GA INC,9,9,9,9,1,7,4,9,8,0,9,9,9,9,9,4,9
SOUTHERN AUTO FINANCE CO,72,72,72,72,62,42,3,70,63,7,62,72,72,72,72,15,72
SOUTHERN FIDELITY MORTGAGE,1,1,1,1,0,1,0,1,1,0,1,1,1,1,1,1,1
SOUTHERN FUNDING ALLIANCE USA,1,1,1,1,0,1,1,1,1,0,1,1,1,1,1,1,1
SOUTHERN MANAGEMENT CORP.,256,256,247,256,144,97,72,252,223,42,171,256,256,256,256,120,256
SOUTHERN TRUST MORTGAGE LLC,10,10,10,10,1,1,5,8,8,3,4,10,10,10,10,4,10
"SOUTHPOINT FINANCIAL SERVICES, INC.",5,5,5,5,0,1,0,5,4,1,1,5,5,5,5,5,5
SOUTHWEST COLLECTION SERVICES INC.,16,16,16,16,16,8,7,15,13,4,9,16,16,16,16,0,16
"SOUTHWEST FUNDING, LP",10,10,10,10,0,6,8,10,7,1,6,10,10,10,10,7,10
SOUTHWEST STAGE FUNDING,15,15,14,15,3,5,0,15,12,3,5,15,15,15,15,4,15
"SPP, Inc.",1,1,1,1,1,1,0,1,0,0,1,1,1,1,1,0,1
SQUARE INC,364,364,364,364,68,145,21,323,278,40,187,364,364,364,364,0,364
SQUARETWO FINANCIAL CORPORATION,492,492,467,492,464,131,298,489,460,73,256,492,492,492,492,466,492
"SRA Associates, Inc.",75,75,75,75,72,23,3,74,69,14,37,75,75,75,75,38,75
ST. JAMES MORTGAGE CORP.,1,1,1,1,0,0,0,1,1,0,0,1,1,1,1,1,1
STANDARD MORTGAGE CORPORATION,35,35,35,35,3,10,16,34,29,5,17,35,35,35,35,22,35
STARBOARD FINANCIAL MANAGEMENT,1,1,1,1,0,0,1,1,1,0,1,1,1,1,1,0,1
STATE EMPLOYEES CREDIT UNION,256,256,250,256,115,77,127,248,235,23,137,256,256,256,256,122,256
"STATE FARM BANK, FSB",710,710,590,710,300,208,35,691,643,107,343,710,710,710,710,402,710
STATE FINANCE COMPANY,9,9,9,9,7,5,7,9,8,2,7,9,9,9,9,6,9
STATE LAW GROUP,2,2,2,2,0,0,0,2,2,1,0,2,2,2,2,2,2
STATE STREET BANK AND TRUST COMPANY,22,22,22,22,7,1,5,21,21,4,2,22,22,22,22,14,22
STATEWIDE AUTO SALES,6,6,6,6,6,2,0,6,6,0,5,6,6,6,6,0,6
STEPHEN D LANDAU,1,1,1,1,0,0,1,1,1,0,1,1,1,1,1,1,1
STERLING BANCORP,92,92,92,92,50,19,0,82,75,12,40,92,92,92,92,0,92
STERLING INFOSYSTEMS INC,209,209,150,209,205,76,124,202,179,13,168,209,209,209,209,63,209
"STERLING JEWELERS, INC.",916,916,766,916,740,430,732,908,808,132,709,916,916,916,916,462,916
STEWART INFORMATION SERVICES,23,23,23,23,4,15,18,22,19,6,21,23,23,23,23,11,23
STIFEL FINANCIAL CORP.,9,9,9,9,2,4,6,8,7,4,5,9,9,9,9,0,9
"STL HOLDING COMPANY, LLC",1,1,1,1,0,1,0,1,1,0,1,1,1,1,1,0,1
STME LLC,1,1,1,1,0,1,1,1,1,0,1,1,1,1,1,1,1
STONEGATE MORTGAGE CORPORATION,156,156,156,156,3,70,114,156,136,32,105,156,156,156,156,139,156
"STONELEIGH RECOVERY ASSOCIATES, LLC",148,148,148,148,147,49,20,146,136,27,69,148,148,148,148,106,148
STREETER BROTHERS MORTGAGE CORPORATION,2,2,2,2,0,0,0,2,2,0,0,2,2,2,2,2,2
STUDENT ASSISTANCE FOUNDATION,26,26,26,26,23,5,8,26,24,1,11,26,26,26,26,24,26
"SUBURBAN MORTGAGE, INC.",2,2,2,2,1,2,2,2,1,0,2,2,2,2,2,1,2
"SUCCESS MORTGAGE PARTNERS, INC",6,6,6,6,1,3,4,6,5,1,4,6,6,6,6,1,6
SUISSE BANCORP,1,1,1,1,1,1,0,1,0,0,1,1,1,1,1,1,1
SUMMIT FINANCIAL CORP,62,62,62,62,40,36,27,62,57,10,50,62,62,62,62,26,62
"SUMMIT FUNDING, INC.",39,39,39,39,2,16,9,39,34,4,28,39,39,39,39,20,39
SUMMIT MORTGAGE CORPORATION,5,5,5,5,0,0,1,5,5,0,1,5,5,5,5,5,5
SUMMIT TITLE SERVICES CORP.,1,1,1,1,0,0,0,1,1,0,1,1,1,1,1,1,1
"SUN FINANCE COMPANY, LLC",6,6,6,6,1,1,1,6,5,1,1,6,6,6,6,6,6
SUN LOAN COMPANY INC.,138,138,129,138,85,55,80,138,121,16,97,138,138,138,138,61,138
"SUN WEST MORTGAGE COMPANY, INC.",181,181,181,181,5,46,55,177,168,53,85,181,181,181,181,139,181
"SUNRISE CREDIT SERVICES, INC",594,594,593,594,589,276,498,582,516,96,423,594,594,594,594,245,594
"SUNTRUST BANKS, INC.",9271,9271,9026,9271,2343,1996,5718,9030,8572,1099,3104,9271,9271,9271,9271,6203,9271
SUPERIOR DEBT RECOVERY LLC,5,5,5,5,5,1,2,5,5,2,3,5,5,5,5,5,5
SVB FINANCIAL GROUP,3,3,3,3,0,1,0,3,2,0,1,3,3,3,3,3,3
SVI Group Inc.,3,3,3,3,0,1,0,3,3,0,1,3,3,3,3,3,3
"SW Linear Investment Group, LLC",3,3,3,3,1,1,0,3,3,0,1,3,3,3,3,2,3
SYNCHRONY FINANCIAL,24206,24206,15202,24206,13317,8451,14773,23821,21737,3990,13755,24206,24206,24206,24206,13020,24206
"SYNERGY ONE LENDING, INC.",10,10,10,10,0,3,0,9,8,1,5,10,10,10,10,0,10
"Sa-Vit Enterprises, Inc.",79,79,78,79,79,31,41,78,70,10,58,79,79,79,79,35,79
"Sabatina & Associates, P.C.",1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,0,1
Saddleback Acceptance Corporation,2,2,2,2,2,1,0,2,2,0,2,2,2,2,2,0,2
"Sagal, Filbert, Quasney & Betten P. A.",2,2,2,2,2,0,0,2,2,0,2,2,2,2,2,0,2
"Saints Recovery Group, Inc.",4,4,4,4,4,0,0,4,4,0,2,4,4,4,4,4,4
"Salander Enterprises, LLC",2,2,2,2,2,1,0,2,2,0,2,2,2,2,2,0,2
Salmon Law Firm PLLC,2,2,2,2,2,2,2,2,0,2,2,2,2,2,2,0,2
"Salter Enterprises, Inc.",2,2,2,2,0,1,1,2,2,0,1,2,2,2,2,1,2
Samuel Whitaker & Associates LLC,7,7,6,7,6,3,1,7,7,1,7,7,7,7,7,6,7
Sands Recovery Group,2,2,0,2,0,1,0,2,2,0,1,2,2,2,2,2,2
Santo Domingo Motors Inc.,2,2,2,2,1,1,0,2,2,0,2,2,2,2,2,1,2
"Sapphire Marketing Group, Inc.",1,1,1,1,0,1,0,1,1,0,1,1,1,1,1,0,1
"Sarasota CCM, Inc.",3,3,3,3,3,1,0,3,3,0,1,3,3,3,3,3,3
Sarma,99,99,98,99,95,40,29,99,91,18,75,99,99,99,99,42,99
"Sawaya, Rose, McClure & Wilhite, P.C.",4,4,4,4,4,0,0,4,4,0,0,4,4,4,4,4,4
"Schachter Portnoy, L.L.C.",39,39,39,39,37,15,4,38,34,3,24,39,39,39,39,24,39
"Scheer, Green & Burke L.P.A.",33,33,33,33,33,16,1,32,31,6,24,33,33,33,33,14,33
Scherr & McClure,22,22,22,22,22,1,1,20,20,6,5,22,22,22,22,21,22
"Schiller & Adam, P.A.",1,1,1,1,1,0,0,1,1,0,0,1,1,1,1,1,1
"Schiller & Knapp, LLP",7,7,7,7,4,1,5,7,6,0,1,7,7,7,7,3,7
Schneiderman & Sherman P.C.,3,3,3,3,2,0,3,3,3,0,0,3,3,3,3,1,3
Schreiber Law LLC,10,10,10,10,9,7,2,10,4,0,10,10,10,10,10,4,10
"Schrier & Tolin, LLC",5,5,5,5,5,0,0,5,5,1,0,5,5,5,5,4,5
"Schrier, Tolin and Wagman, LLC",6,6,6,6,6,2,2,5,5,0,4,6,6,6,6,2,6
Schukei Chevrolet Volkswagen,6,6,6,6,2,1,0,6,6,1,5,6,6,6,6,6,6
Scott Kroner PLC,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,0,1
"Scott Lowery Law Office, P.C.",33,33,33,33,31,7,9,33,30,3,10,33,33,33,33,29,33
"Scott and Goldman, Inc.",2,2,2,2,2,2,0,2,2,2,2,2,2,2,2,2,2
Scott’s Jewelry & Pawn Inc.,2,2,1,2,0,2,0,2,2,0,2,2,2,2,2,1,2
"Scout Mortgage, Inc.",1,1,1,1,0,0,0,1,1,0,1,1,1,1,1,0,1
Screening Reports Inc.,48,48,37,48,47,26,0,48,43,2,42,48,48,48,48,11,48
Searay Portfolio Management,21,21,21,21,21,0,0,21,21,2,1,21,21,21,21,20,21
"Seashine Financial, LLC",2,2,2,2,0,1,1,2,1,0,2,2,2,2,2,2,2
Seaside Trustee Inc.,3,3,3,3,1,0,1,3,3,1,1,3,3,3,3,0,3
"Seattle Service Bureau, Inc",119,119,118,119,118,61,7,118,108,20,93,119,119,119,119,75,119
Seben Hospitality Investments LLC,7,7,7,7,6,4,1,7,7,2,5,7,7,7,7,1,7
Sebrite Financial Corporation,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,0,1
"Second Alliance, Inc.",12,12,12,12,12,2,3,11,10,2,5,12,12,12,12,8,12
"Second Chance Collections, LLC",2,2,2,2,2,2,0,2,2,0,2,2,2,2,2,0,2
Second Round Limited Partnership,247,247,242,247,241,93,0,243,219,38,151,247,247,247,247,122,247
"Secure Capital Management, Inc.",16,16,16,16,16,7,5,15,14,1,10,16,16,16,16,12,16
"Secure Financial Services, Inc. D/B/A Secure Mortgage Company",1,1,1,1,0,0,1,1,1,0,1,1,1,1,1,0,1
Secure Lending Incorporated,4,4,4,4,0,3,2,4,4,1,4,4,4,4,4,4,4
Secure One Capital Corporation,9,9,9,9,0,7,4,9,6,1,8,9,9,9,9,3,9
Secured Marketing Concepts Corp.,1,1,1,1,0,1,0,1,1,0,1,1,1,1,1,1,1
"Secured Resolutions, LLC",10,10,10,10,10,4,8,9,7,2,8,10,10,10,10,2,10
Securitas Financial Inc,2,2,2,2,0,1,1,2,1,0,2,2,2,2,2,0,2
"Security Auto Loans, Inc.",7,7,7,7,5,2,0,7,7,1,5,7,7,7,7,3,7
Security Capital Funding Corp.,3,3,3,3,1,0,1,3,3,0,1,3,3,3,3,3,3
Security Credit Corporation,2,2,2,2,2,1,1,2,2,0,1,2,2,2,2,1,2
"Security Credit Services, LLC",446,446,444,446,440,213,0,442,391,69,358,446,446,446,446,108,446
Security National Mortgage,54,54,54,54,3,19,36,54,51,7,33,54,54,54,54,36,54
"Seed Consulting, LLC",5,5,5,5,5,2,5,5,3,1,2,5,5,5,5,0,5
"Segan, Mason & Mason, P.C.",1,1,1,1,1,0,0,1,1,0,1,1,1,1,1,1,1
"Seidberg Law Offices, P.C.",6,6,6,6,6,1,2,6,6,3,1,6,6,6,6,6,6
"Select Financial Services, Inc.",21,21,21,21,5,10,0,20,18,7,16,21,21,21,21,4,21
"Select Management Resources, LLC",213,213,210,213,33,90,175,208,182,39,134,213,213,213,213,110,213
Select Resource Group,11,11,11,11,11,6,0,11,10,1,8,11,11,11,11,3,11
Selene Finance LP,1654,1654,1654,1654,83,497,9,1624,1471,271,919,1654,1654,1654,1654,987,1654
Self Lender Inc,49,49,49,49,34,33,41,49,41,8,48,49,49,49,49,2,49
"Selip & Stylianou, LLP",147,147,145,147,145,36,99,145,134,19,67,147,147,147,147,112,147
Senex Services Corp.,210,210,203,210,210,71,108,208,189,13,136,210,210,210,210,140,210
"Sensible Auto Lending, LLC",3,3,3,3,3,1,1,3,3,0,2,3,3,3,3,0,3
Sentrix Financial Services,7,7,7,7,1,0,0,7,7,1,0,7,7,7,7,7,7
Sentry Abstract Co.,1,1,1,1,0,0,0,1,1,1,0,1,1,1,1,1,1
"Sentry Credit, Inc.",92,92,90,92,89,28,56,92,86,11,52,92,92,92,92,59,92
"Sentry Recovery and Collections, Inc.",78,78,78,78,78,27,48,77,70,9,46,78,78,78,78,45,78
"Sequium Asset Solutions, LLC",259,259,259,259,259,132,218,251,226,52,214,259,259,259,259,0,259
Sequoia Financial Services,80,80,80,80,79,33,46,79,76,7,66,80,80,80,80,1,80
Servatus Corporation,58,58,58,58,54,18,12,58,56,11,30,58,58,58,58,41,58
"Service Bureau, Inc.",16,16,15,16,16,2,12,16,15,1,12,16,16,16,16,13,16
"Service Finance Holdings, LLC",51,51,51,51,23,23,29,51,43,21,33,51,51,51,51,11,51
"Service Investment Company, Inc.",1,1,1,1,1,0,1,1,1,0,0,1,1,1,1,1,1
"Servis One, Inc.",1240,1240,1239,1240,59,375,730,1216,1126,198,634,1240,1240,1240,1240,908,1240
"Sessoms & Rogers, P.A.",50,50,49,50,48,21,0,50,47,8,29,50,50,50,50,35,50
Set Financial Corporation,10,10,10,10,5,4,6,10,10,5,7,10,10,10,10,7,10
"Seterus, Inc.",4488,4488,4482,4488,201,1201,524,4451,4147,610,2112,4488,4488,4488,4488,3707,4488
Seth L. Goldner PC,1,1,1,1,1,0,0,1,1,0,0,1,1,1,1,1,1
Settle It Inc.,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,0,1
"Shapiro, DiCaro & Barak, LLC",25,25,25,25,9,5,5,25,23,2,7,25,25,25,25,19,25
"Sharinn & Lipshie, P.C.",9,9,8,9,8,2,0,9,9,0,2,9,9,9,9,8,9
"Sharpe Mortgage Lending Services of Georgia, Inc.",1,1,1,1,0,1,0,1,1,0,1,1,1,1,1,0,1
"Shechtman Halperin Savage, LLP",6,6,6,6,6,1,1,6,6,0,1,6,6,6,6,6,6
"Shellpoint Partners, LLC",2895,2895,2895,2895,205,1207,2509,2836,2526,486,2010,2895,2895,2895,2895,1251,2895
"Shenandoah Legal Group, P.C.",1,1,1,1,1,0,0,1,1,0,0,1,1,1,1,1,1
Sher & Shabsin PC,3,3,3,3,3,0,1,3,3,0,2,3,3,3,3,3,3
